OBJECTID;IDESTACION;FECHAACTUAL;CODIGOESTACION;DENOMINACION;CODIGOEMPRESA;CODIGOMUNICIPIO;CODIGOPOSTAL;DISTRITO;CORONATARIFARIA;X;Y;LINEAS
2182;6_272;20190912;272;EVANGELIOS-SANTUARIO;1942;79;28026;12;A;440703;4470733;6
2183;6_278;20190912;278;JAIME EL CONQUISTADOR-EMBAJADORES;1932;79;28045;2;A;440885;4472368;6, 78, 148, N14
2184;6_5247;20190912;5247;AV.LOGROÑO-CANILLEJAS;2108;79;28042;16;A;448561;4478173;101, 105, 151, 165
2185;6_644;20190912;644;AV.MEDITERRANEO-PZA.CONDE CASAL;2126;79;28007;3;A;443168;4473313;14, 32, 63, N9
2186;6_2585;20190912;2585;CANILLEJAS;1293;79;28042;16;A;448560;4478093;101, 105, 114, 115, 151, 200, N4
2187;6_5052;20190912;5052;CANILLEJAS;1292;79;28042;16;A;448590;4478077;114, 115
2188;6_25;20190912;25;PLAZA MONCLOA-PRINCESA;3688;79;28008;9;A;439136;4476442;82, 83, 132, 133, G, N21
2189;6_602;20190912;602;FCO.SILVELA-DIEGO DE LEON;786;79;28028;4;A;442939;4476335;12, C1
2190;6_3024;20190912;3024;DOÑA BERENGUELA-CARAMUEL;1453;79;28011;10;A;438453;4474019;138
2191;6_1159;20190912;1159;HIGUERAS-CEBREROS;2257;79;28011;10;A;436862;4473213;31
2192;6_3032;20190912;3032;SEPULVEDA-CEBREROS;1469;79;28011;10;A;436729;4473107;138
2193;6_3924;20190912;3924;AVDA. DE ASTURIAS-MONTOYA;5018;79;28029;6;A;441098;4480365;42, N23
2194;6_3030;20190912;3030;SEPULVEDA-HUERTA CASTAÑEDA;1465;79;28011;10;A;437132;4473143;138
2195;6_1161;20190912;1161;HIGUERAS-CEBREROS;2258;79;28011;10;A;436889;4473154;31
2196;6_1838;20190912;1838;TOLEDO-PZA.CEBADA;2588;79;28005;1;A;439959;4473802;60
2197;6_3918;20190912;3918;AV.ASTURIAS-VIA LIMITE;5021;79;28029;6;A;440848;4480569;42, N23
2198;6_3925;20190912;3925;AV.ASTURIAS-VIA LIMITE;5020;79;28029;6;A;440867;4480586;42, 177, N23
2199;6_5182;20190912;5182;VIDAUBA Nº 14;598;79;28044;10;A;435330;4470584;155
2200;6_3051;20190912;3051;AVDA.GRAL.FANJUL-JOSE DE CADALSO;655;79;28044;10;A;434606;4470759;139
2201;6_736;20190912;736;AV.RAFAEL FINAT-AV.GRAL.FANJUL;579;79;28044;10;A;435222;4470845;17, 138
2202;6_3828;20190912;3828;DALIA Nº 7;4948;79;28033;15;A;443729;4481287;29
2203;6_4030;20190912;4030;CNO.HORMIGUERAS, 165;5327;79;28031;18;A;446172;4469985;130, T31
2204;6_2110;20190912;2110;CTRA. CANILLAS-CARRIL DEL CONDE;2758;79;28043;16;A;444655;4479627;73, N3
2205;6_3064;20190912;3064;ANDALUCES-SAN CLAUDIO;2531;79;28038;13;A;446141;4471372;54
2206;6_63;20190912;63;O DONNELL-MAIQUEZ;155;79;28009;3;A;442999;4474943;28, N6
2207;6_72;20190912;72;O DONNELL-NARVAEZ;156;79;28009;4;A;442722;4474984;2, 28, N6
2208;6_79;20190912;79;VALLEHERMOSO-CEA BERMUDEZ;4479;79;28015;7;A;440043;4476881;2
2209;6_84;20190912;84;GRAL.AMPUDIA Nº 18;184;79;28003;7;A;439457;4477456;2
2210;6_3580;20190912;3580;ARTURO SORIA-JEFATURA PROV.TRAFICO;4331;79;28043;15;A;444680;4478446;11, 70, 122
2211;6_503;20190912;503;CAVANILLES-ABTAO;2053;79;28007;3;A;442856;4473198;10
2212;6_3268;20190912;3268;FCO.VILLAESPESA-EZEQUIEL SOLANA;971;79;28017;15;A;445439;4475825;28, N6
2213;6_5103;20190912;5103;NICETO ALCALA ZAMORA Nº95;5517;79;28050;16;A;444359;4483685;172, 173, 172SF
2214;6_2918;20190912;2918;AVDA.BURGOS,85;5061;79;28034;8;A;443017;4482276;174
2215;6_3507;20190912;3507;AVDA.BURGOS,87-PASO ELEVADO;3265;79;28050;8;A;443064;4482563;173, 174, 176
2216;6_5590;20190912;5590;FRANCISCO PI MARGALL-ANA AUSTRIA;3603;79;28050;16;A;443757;4483003;173, N1
2217;6_5588;20190912;5588;FRANCISCO PI Y MARGALL - MARIA PORTUGAL;3604;79;28050;16;A;443786;4483028;173
2218;6_293;20190912;293;PZA.SAN JUAN DE LA CRUZ;54;79;28046;5;A;441470;4477118;7, 14, 27, 40, 147, 150, N22, N24
2219;6_827;20190912;827;PZA.CORR.ALONSO AGUILAR;833;79;28030;14;A;444279;4473382;113
2220;6_1623;20190912;1623;POBLADURA VALLE-PARAMENTO;4389;79;28037;20;A;448095;4475637;48, 153
2221;6_1636;20190912;1636;AV.CANILLEJAS Nº 68;2486;79;28022;20;A;448240;4476025;48
2222;6_1641;20190912;1641;VIRGEN DEL PORTILLO-HNOS.DE PABLO;577;79;28027;15;A;445155;4476897;48, 146
2223;6_834;20190912;834;PZA.NIÑO JESUS;819;79;28009;3;A;442821;4473815;20
2224;6_3665;20190912;3665;AVDA.GENERAL FANJUL-GUAREÑA;4505;79;28044;10;A;435241;4470951;17, 138, 139, 155
2225;6_1578;20190912;1578;ANTONIA RGUEZ.SACRISTAN-ANTONIO RGUEZ.;2456;79;28044;11;A;436854;4469632;47, 108, 118, 121, 131, N16
2226;6_5965;20190912;5965;AV.DE LAS SUERTES-AV.GRAN VIA DEL SURESTE;5531;79;28031;18;A;449980;4468400;145, N9
2227;6_2812;20190912;2812;AV.POBLADOS-EXPROPIACION;3172;79;28026;12;A;440202;4469455;121, N15
2228;6_2811;20190912;2811;AV.POBLADOS-EXPROPIACION;3173;79;28041;12;A;440205;4469429;121
2229;6_2233;20190912;2233;EXPROPIACION-AV.POBLADOS;2869;79;28041;12;A;440265;4469340;81
2230;6_2193;20190912;2193;GRAN AVENIDA-PZA.ASOCIACION;2829;79;28041;12;A;440176;4469233;78, 81, 116
2231;6_2192;20190912;2192;CAMPOTEJAR-NIVAR;2831;79;28041;12;A;440397;4469205;78, 116
2232;6_2191;20190912;2191;FERNANDO ORTIZ-CAMPOTEJAR;2833;79;28041;12;A;440364;4468977;78, 116
2233;6_5967;20190912;5967;AVDA. DE LAS SUERTES-AV. DE LA GAVIA;5534;79;28031;18;A;448238;4469541;N9
2234;6_2190;20190912;2190;AV.ORCASUR-PZA.PUEBLO;2835;79;28041;12;A;440557;4469057;78, 116
2235;6_3126;20190912;3126;ENRIQUE Gª ALVAREZ-Cº VASARES;4691;79;28031;18;A;447885;4470740;58, N9
2236;6_2876;20190912;2876;AV.PABLO IGLESIAS-NUMANCIA;1672;79;28039;6;A;439699;4478567;127, N21
2237;6_2883;20190912;2883;AV.BURGOS-AV.PIO XII;146;79;28036;5;A;442826;4480703;129, 150
2238;6_29;20190912;29;PRINCESA-ALTAMIRANO;737;79;28008;9;A;439251;4476175;1, 44, 133, 138, C2, N21
2239;6_2904;20190912;2904;Pº CASTELLANA Nº 292-HOSPITAL LA PAZ;3252;79;28046;5;A;441985;4481311;173, 174, 175, 176, 178
2240;6_5361;20190912;5361;BERROCAL-SILVINITA;3205;79;28021;17;A;442663;4466300;85, 123, N12
2241;6_6006;20190912;6006;HNOS.MACHADO-S.JUAN DE LA CUESTA;5621;79;28017;15;A;445054;4476125;113
2242;6_6007;20190912;6007;JOSE MARIA PEREDA-S.JUAN DE LA CUESTA;5651;79;28017;15;A;445103;4476135;113
2243;6_5398;20190912;5398;AREA INTERMODAL DE PAVONES;3042;79;28030;14;A;446180;4472539;32
2244;6_5402;20190912;5402;AREA INTERMODAL DE PAVONES;3030;79;28030;14;A;446204;4472580;142
2245;6_5399;20190912;5399;AREA INTERMODAL DE PAVONES;3029;79;28030;14;A;446210;4472594;140
2246;6_5392;20190912;5392;AREA INTERMODAL DE PAVONES;3031;79;28030;14;A;446189;4472575;20
2247;6_5396;20190912;5396;AREA INTERMODAL DE PAVONES;3027;79;28030;14;A;446206;4472606;30
2248;6_2309;20190912;2309;CTRA.CASTILLA-CLUB DE CAMPO;3425;79;28040;9;A;437216;4476817;160, 161, A, N28
2249;6_3690;20190912;3690;GOLONDRINA-AV.GALAXIA;4792;79;28023;9;B1;433621;4478862;160, 161, N28
2250;6_2324;20190912;2324;CTRA.CASTILLA-CLUB DE CAMPO;3426;79;28040;9;A;437169;4476828;160, 161, A, N28
2251;6_3622;20190912;3622;LOPEZ ARANDA-GRAL.ARANAZ;4428;79;28027;20;A;446001;4477291;146
2252;6_3629;20190912;3629;MARIA SEVILLA DIAGO-AV.CANILLEJAS;4421;79;28022;20;A;448236;4476173;38, 140
2253;6_3636;20190912;3636;HNOS.GARCIA NOBLEJAS-AV.ARCENTALES;5300;79;28037;20;A;446866;4475262;109
2254;6_390;20190912;390;AV.CDAD.BARCELONA-LUIS MITJANS;1411;79;28007;3;A;443074;4472572;8, 10, 24, 37, 54, 56, 57, 136, 141, 310
2255;6_519;20190912;519;AVDA. PABLO NERUDA;2587;79;28038;13;A;445392;4471261;57
2256;6_1983;20190912;1983;ISLA DE AROSA-ISLAS CIES;1361;79;28034;8;A;439347;4481690;83, 124, 133, N21
2257;6_5236;20190912;5236;FELIX RODRIGUEZ DE LA FUENTE;1448;79;28017;15;A;444528;4474886;71
2258;6_5201;20190912;5201;MONASTERIO SILOS-MONASTERIO CAAVEIRA;1021;79;28049;8;A;441140;4484232;134, 178, N23
2259;6_5203;20190912;5203;MONASTERIO SILOS-MONASTERIO SOBRADO;1025;79;28049;8;A;441442;4484682;134, 178, N23
2260;6_5205;20190912;5205;MONASTERIO ESCORIAL-MONAST.SOBRADO;1026;79;28049;8;A;441330;4484729;134, 178, N23
2261;6_5206;20190912;5206;MONASTERIO ESCORIAL-MONAST.LIEBANA;1028;79;28049;8;A;441175;4484490;134, 178, N23
2262;6_5213;20190912;5213;AV.ANDALUCIA-GTA.MALAGA;5379;79;28041;12;A;441145;4469845;18, 22, 59, 76, 79, 85, 86
2263;6_5214;20190912;5214;CORDEL DE PAVONES-LOS JUGLARES;1430;79;28032;19;A;447656;4472739;71
2264;6_5215;20190912;5215;CORDEL DE PAVONES-LOS PINILLAS;1439;79;28032;19;A;447572;4472470;71
2265;6_5216;20190912;5216;CORDEL DE PAVONES-JOSE PRAT;1447;79;28032;19;A;447503;4472261;71
2266;6_5217;20190912;5217;AVDA DE DAROCA-MIGUEL DE UNAMUNO;953;79;28017;15;A;444918;4475744;106, N7
2267;6_5218;20190912;5218;AVDA DE DAROCA-MIGUEL DE UNAMUNO;952;79;28017;15;A;444936;4475763;106, N7
2268;6_5451;20190912;5451;PEDRO BOSCH-MENDEZ ALVARO;3719;79;28045;2;A;442414;4472140;156
2269;6_5508;20190912;5508;AV.BURGOS-AV.MANOTERAS;3566;79;28050;16;A;443137;4482495;173, 176
2270;6_5510;20190912;5510;CASTIELLO DE JACA-PTE.DE LA REINA;3790;79;28050;8;A;442841;4484008;176
2271;6_5512;20190912;5512;AV.STO.DOMINGO CALZADA-CASTIELLO DE JACA;3671;79;28050;8;A;442748;4484583;176
2272;6_5516;20190912;5516;SIERRA DE ATAPUERCA-SAN MILLAN COGOLLA;3800;79;28050;8;A;443410;4484079;N24
2273;6_5517;20190912;5517;SIERRA ATAPUERCA-STO. DOMINGO CALZADA;3801;79;28050;8;A;443602;4484285;N24
2274;6_5519;20190912;5519;TIERRA DE MELIDE-SIERRA ATAPUERCA;3873;79;28050;8;A;443795;4484562;176, N24
2275;6_2149;20190912;2149;ALCALA-METRO DE SUANZES;2947;79;28037;20;A;446843;4477047;77, 104, N5
2276;6_3319;20190912;3319;AVDA. POBLADOS;3186;79;28054;11;A;437190;4469660;121, 131
2277;6_2635;20190912;2635;AV.POBLADOS-BELZUNEGUI;3184;79;28025;11;A;437438;4469728;121, 131, 155
2278;6_3057;20190912;3057;PIO FELIPE-AV.ALBUFERA;2514;79;28038;13;A;444627;4471727;54, 143
2279;6_1298;20190912;1298;AV.PADRE PIQUER Nº 27;2325;79;28024;10;A;435015;4471679;36, 131
2280;6_2759;20190912;2759;MANUEL AGUILAR MUÑOZ-Pº ALAMEDA DE OSUNA;1306;79;28042;21;A;450199;4478976;112, 115, 151, 166, N4
2281;6_2760;20190912;2760;MANUEL AGUILAR MUÑOZ-Pº ALAMEDA OSUNA;1307;79;28042;21;A;450193;4478956;112, 115, 151, 166, N4
2282;6_2152;20190912;2152;ALCALA-AV.CANILLEJAS A VICALVARO;2951;79;28022;20;A;447847;4477419;77, 105, 140, 153, N5, SE721
2283;6_3648;20190912;3648;AV.CANILLEJAS A VICALVARO-DIANA;4427;79;28022;20;A;447829;4477288;140, 153
2284;6_3837;20190912;3837;OBENQUE-VELERO;4954;79;28042;21;A;449744;4478238;114
2285;6_3832;20190912;3832;OBENQUE-VELERO;4953;79;28042;21;A;449759;4478231;114
2286;6_5237;20190912;5237;FELIX RODRIGUEZ DE LA FUENTE;1557;79;28017;15;A;444487;4474868;71
2287;6_5637;20190912;5637;GRAN VIA HORTALEZA Nº 3;3926;79;28043;16;A;444341;4479890;87
2288;6_5636;20190912;5636;Pº MARIA DROC-SAN DALMACIO;3925;79;28021;17;A;441217;4466379;79
2289;6_3470;20190912;3470;MENDEZ ALVARO-ORIANA;5467;79;28045;2;A;442269;4472203;8
2290;6_2498;20190912;2498;MENDEZ ALVARO-EST.SUR DE AUTOBUSES;2917;79;28045;2;A;442432;4472003;102, 148, 152, N11
2291;6_355;20190912;355;MENDEZ ALVARO-PEDRO BOSCH;1969;79;28045;2;A;442318;4472141;102, 152, N11, N13
2292;6_44;20190912;44;J.ORTEGA Y GASSET-CONDE PEÑALVER;729;79;28006;4;A;442772;4475891;1, 74
2293;6_9;20190912;9;J.ORTEGA Y GASSET-CONDE PEÑALVER;730;79;28006;4;A;442774;4475917;1, 74
2294;6_1034;20190912;1034;CONDE DE PEÑALVER-J.ORTEGA Y GASSET;2222;79;28006;4;A;442820;4475952;26, 61, N3
2295;6_45;20190912;45;J.ORTEGA Y GASSET-FCO.SILVELA;727;79;28006;4;A;443203;4475860;1, 74
2296;6_3314;20190912;3314;CONDE DE PEÑALVER-JUAN BRAVO;4358;79;28006;4;A;442863;4476214;61
2297;6_5;20190912;5;CARTAGENA-MARQUES AHUMADA;722;79;28028;4;A;443190;4476702;1
2298;6_48;20190912;48;CARTAGENA-MQUES.AHUMADA;721;79;28028;4;A;443202;4476709;1
2299;6_855;20190912;855;GOYA-CONDE DE PEÑALVER;4521;79;28001;4;A;442732;4475351;21, 53
2300;6_6140;20190912;6140;O´DONNELL-AV.MENENDEZ PELAYO;3686;79;28009;3;A;442469;4474978;2, 28, N6
2301;6_879;20190912;879;GOYA-PRINCIPE VERGARA;674;79;28001;4;A;442320;4475357;21, 53
2302;6_410;20190912;410;LOPEZ DE HOYOS-CARTAGENA;2011;79;28002;5;A;442810;4477340;9, 73, N2
2303;6_1036;20190912;1036;CONDE DE PEÑALVER-HERMOSILLA;2218;79;28006;4;A;442784;4475403;26, 61
2304;6_6142;20190912;6142;ALCALA-GOYA;678;79;28009;4;A;442888;4475375;21, 146
2305;6_854;20190912;854;ALCALA-GOYA;679;79;28009;4;A;442853;4475383;21, 43, 53, 146
2306;6_51;20190912;51;CARTAGENA-LOPEZ DE HOYOS;715;79;28002;5;A;442812;4477298;1
2307;6_2;20190912;2;CARTAGENA-LOPEZ DE HOYOS;716;79;28002;5;A;442796;4477299;1
2308;6_3109;20190912;3109;AV.MEDITERRANEO-PIO FELIPE;3352;79;28030;14;A;445307;4472337;145, E
2309;6_3115;20190912;3115;MQUES.DE HOYOS;773;79;28027;15;A;445899;4477354;146
2310;6_3120;20190912;3120;ALCALA-AVENIDA FELIPE II;754;79;28001;4;A;442712;4475298;146, N3, N5, N7
2311;6_313;20190912;313;ARTURO SORIA-ELADIO LOPEZ VILCHES;499;79;28033;15;A;443512;4480709;7, 29, 107
2312;6_3130;20190912;3130;ENRIQUE Gª ALVAREZ-Cº VASARES;4692;79;28031;18;A;447863;4470734;58
2313;6_3139;20190912;3139;AVENIDA PLANETARIO-PUERTO BEJAR;4100;79;28045;2;A;441785;4471376;148, 156
2314;6_787;20190912;787;PASEO CHOPERA-PZA.LEGAZPI;1125;79;28045;2;A;441036;4471707;6, 18, 78, 148, N12, N14
2315;6_5925;20190912;5925;PICO OCEJON-ALMANZORA;4190;79;28023;9;B1;433103;4479384;160, N28
2316;6_3765;20190912;3765;PICO OCEJON-AV.OSA MAYOR;4795;79;28023;9;B1;433274;4479220;160
2317;6_5926;20190912;5926;AVENIDA DE SENECA-PASEO RUPERTO CHAPI;4198;79;28008;9;A;437958;4476441;160, 161, A, N28
2318;6_2247;20190912;2247;ARROYOFRESNO-AV.C.HERRERA ORIA;1720;79;28035;8;A;437285;4481190;82, N20
2319;6_2251;20190912;2251;A.RGUEZ.CASTELAO-GABRIELA MISTRAL;1727;79;28035;8;A;437720;4481748;82
2320;6_1007;20190912;1007;ILLESCAS-TEMBLEQUE;634;79;28024;10;A;435530;4471841;25, 121
2321;6_226;20190912;226;GRAL.MTNEZ.CAMPOS-FDEZ.DE LA HOZ;527;79;28010;7;A;441129;4476476;5, 16, 61
2322;6_1002;20190912;1002;ILLESCAS-TEMBLEQUE;633;79;28024;10;A;435518;4471865;25, 121
2323;6_2272;20190912;2272;ROSAS DE ARAVACA-ESTACION DE ARAVACA;4577;79;28023;9;B1;433655;4478107;160
2324;6_2278;20190912;2278;AV.C.HERRERA ORIA-GASCONES;1351;79;28035;8;A;437542;4481179;83, 133
2325;6_5815;20190912;5815;ROMERO ROBLEDO-FERRAZ;4026;79;28008;9;A;438810;4476069;21, 62
2326;6_1249;20190912;1249;RONDA DE ATOCHA-Pº STA.Mª CABEZA;4985;79;28012;2;A;441210;4473395;34, C2, N12, N15, N17
2327;6_5285;20190912;5285;MARAVEDI-AV.DEL  EURO;3883;79;28054;11;A;436547;4468668;155
2328;6_5286;20190912;5286;AV.DEL EURO-DURO;2962;79;28054;11;A;436859;4468783;155
2329;6_5287;20190912;5287;AV.DEL EURO-PESO HISPANO;2961;79;28054;11;A;437012;4468939;155
2330;6_5289;20190912;5289;AV.DEL EURO-DURO;2861;79;28054;11;A;436875;4468763;155
2331;6_5290;20190912;5290;AV.DEL EURO-PESO HISPANO;2863;79;28054;11;A;437041;4468929;155
2332;6_5291;20190912;5291;AV.DEL EURO-AGUACATE;2960;79;28044;11;A;437137;4469126;155
2333;6_5292;20190912;5292;AV.DEL EURO-AGUACATE;2877;79;28054;11;A;437142;4469103;155
2334;6_5294;20190912;5294;AV.DEL EURO-OBOLO;2895;79;28054;11;A;437296;4469256;155
2335;6_5492;20190912;5492;AV Cº SANTIAGO - VALCARLOS;3778;79;28050;8;A;443033;4483344;176
2336;6_1727;20190912;1727;AV.ALBUFERA-AV.RAFAEL ALBERTI;1017;79;28018;13;A;445789;4471135;54, 58, 103, 142, 143, N25
2337;6_1734;20190912;1734;PZA.JUAN DE MALASAÑA;1030;79;28031;18;A;447366;4470287;143, N25, N9
2338;6_1742;20190912;1742;SANTILLANA DEL MAR-ALTO DEL ARENAL;1014;79;28038;13;A;445293;4471488;58, 103, 143, N25
2339;6_1752;20190912;1752;Pº STA.Mª CABEZA-BALEARES;2538;79;28019;11;A;439616;4471481;55, 60, E1, N17
2340;6_562;20190912;562;TORRELAGUNA-EMILIO VARGAS;702;79;28043;15;A;444426;4477833;53
2341;6_571;20190912;571;FCO.SILVELA-DIEGO DE LEON;787;79;28006;4;A;442852;4476457;72, 73
2342;6_456;20190912;456;Pº PRADO-BANCO DE ESPAÑA;76;79;28014;1;A;441222;4474599;14, 27, 37, 45
2343;6_463;20190912;463;Pº REINA CRISTINA-JULIAN GAYARRE;2046;79;28014;3;A;441996;4473296;10, 14, 26, 32, C2, N9
2344;6_5523;20190912;5523;CASTIELLO DE JACA-BURGUETE;3792;79;28050;8;A;442751;4484220;176, N24
2345;6_5525;20190912;5525;AV.STO.DOMINGO CALZADA-RABANAL CAMINO;3795;79;28050;8;A;443041;4484686;176
2346;6_5526;20190912;5526;AV.STO.DOMINGO CALZADA-AV.Cº SANTIAGO;3797;79;28050;8;A;443273;4484646;176
2347;6_5528;20190912;5528;TIERRA DE MELIDE-SIERRA ATAPUERCA;3874;79;28050;8;A;443739;4484507;176
2348;6_5693;20190912;5693;AV.VILLA DE VALLECAS-CONGOSTO;3946;79;28031;18;A;447640;4469189;142
2349;6_2393;20190912;2393;MERCAMADRID-NAVES AUXILIARES;4806;79;28053;18;A;444353;4468521;130, T32
2350;6_3733;20190912;3733;FUENTIDUEÑA-CENTRO DE SALUD;4699;79;28031;18;A;447300;4469491;142, N9
2351;6_1740;20190912;1740;AV.ALBUFERA-AV.RAFAEL ALBERTI;1018;79;28038;13;A;445794;4471159;54, 58, 103, 142, 143, N25
2352;6_1741;20190912;1741;AV.ALBUFERA-AV.PABLO NERUDA;1016;79;28038;13;A;445515;4471323;58, 103, 142, 143, N25
2353;6_5694;20190912;5694;Cº CAMPAMENTO-VILLAMANIN (BATAN);3936;79;28011;10;A;436212;4473442;55
2354;6_5343;20190912;5343;SAN EUSTAQUIO-LAGUNA DEL MARQUESADO;3616;79;28021;17;A;440551;4465304;T41
2355;6_5344;20190912;5344;RESINA-SAN EUSTAQUIO;3481;79;28021;17;A;440491;4465507;T41
2356;6_5346;20190912;5346;LAGUNA DEL MARQUESADO-SAN ERASMO;3488;79;28021;17;A;440042;4465251;T41
2357;6_5049;20190912;5049;PLAZA DE CIBELES;70;79;28014;1;A;441293;4474700;1, 2, 9, 15, 20, 51, 52, 74, 146, N5, N6, N7
2358;6_3462;20190912;3462;LA BAÑEZA-Cº DE GANAPANES;1510;79;28035;8;A;439384;4481000;42, 132, 137
2359;6_6052;20190912;6052;CASTILLO UCLES-HNOS.GARCIA NOBLEJAS;5688;79;28037;20;A;446776;4475483;109
2360;6_2972;20190912;2972;LA BAÑEZA-CANDIDO MATEOS;1511;79;28035;8;A;439229;4480983;42, 132, 137
2361;6_2970;20190912;2970;MONFORTE DE LEMOS Nº 169;3287;79;28029;8;A;439468;4481177;132, 137
2362;6_3531;20190912;3531;LA BAÑEZA-PONFERRADA;1508;79;28029;8;A;439652;4481072;42
2363;6_2965;20190912;2965;LA BAÑEZA-CANDIDO MATEOS;1512;79;28035;8;A;439223;4480956;42, 132, 137
2364;6_3412;20190912;3412;FERMIN CABALLERO-ISLAS CIES;1621;79;28035;8;A;439125;4481395;67, 127, N21
2365;6_3121;20190912;3121;SAN BERNARDO-MQUES.DE LEGANES;1765;79;28015;1;A;440076;4475054;147
2366;6_702;20190912;702;ELOY GONZALO-JUAN DE AUSTRIA;526;79;28010;7;A;440776;4476463;16, 61
2367;6_1211;20190912;1211;Pº ACACIAS-GTA.PIRAMIDES;327;79;28005;2;A;439579;4472751;34, 36, 62, 116, 118, 119, N12, N15
2368;6_2780;20190912;2780;ANTONIO LEYVA-PZA.FDEZ LADREDA;3136;79;28019;11;A;439236;4471054;116
2369;6_5649;20190912;5649;VIA LUSITANA - PZA.ELIPTICA;3903;79;28025;11;A;439113;4470890;47, 116, 247, E1
2370;6_19;20190912;19;GRAN VIA-SAN BERNARDO;168;79;28013;1;A;440109;4474965;1, 2, 44, 46, 74, 75, 133, 147, 148, N16, N18, N19, N20, N21
2371;6_5984;20190912;5984;JACOMETREZO-PZA. DE SANTO DOMINGO;5568;79;28013;1;A;440111;4474857;146
2372;6_5982;20190912;5982;JACOMETREZO-PZA. DE SANTO DOMINGO;5570;79;28013;1;A;440126;4474836;147
2373;6_5981;20190912;5981;JACOMETREZO-PZA. DE SANTO DOMINGO;5569;79;28013;1;A;440107;4474837;75
2374;6_3168;20190912;3168;GRAN VIA HORTALEZA;2885;79;28043;16;A;445175;4480133;87
2375;6_1014;20190912;1014;CONCEJAL FCO.J.JIMENEZ-ALEJANDRINA MORAN;2556;79;28047;10;A;436732;4472688;55
2376;6_3345;20190912;3345;CONCEJAL FCO.J.JIMENEZ-ALEJANDRINA MORAN;2557;79;28047;10;A;436780;4472676;55
2377;6_5890;20190912;5890;PLAYA DE RIAZOR-AV.LOGROÑO;4169;79;28042;21;A;450722;4480929;151, 166
2378;6_5889;20190912;5889;PLAYA DE RIAZOR-AV.LOGROÑO;4168;79;28042;21;A;450720;4480915;151, 166
2379;6_3135;20190912;3135;SAN BERNARDO-LA ESTRELLA;1766;79;28015;1;A;440057;4475045;3, 147
2380;6_2386;20190912;2386;GRAN VIA DE HORTALEZA-TIJUANA;2884;79;28043;16;A;445202;4480109;87
2381;6_3919;20190912;3919;AV.ASTURIAS-MONTOYA;5019;79;28029;6;A;441077;4480351;42, N23
2382;6_3920;20190912;3920;AV.ASTURIAS-CAÑAVERAL;5017;79;28029;6;A;441254;4480181;42, N23
2383;6_1342;20190912;1342;POBLADURA VALLE-AV.HELLIN;2352;79;28037;20;A;447879;4475642;48, 165, N6
2384;6_3357;20190912;3357;VALMOJADO-CAMARENA;1478;79;28024;10;A;435766;4471985;138
2385;6_59;20190912;59;GUZMAN EL BUENO-ALBERTO AGUILERA;192;79;28015;7;A;439580;4476021;2
2386;6_592;20190912;592;SAN FCO.DE SALES-ANDRES MELLADO;2390;79;28003;7;A;439514;4477180;12, 44
2387;6_3360;20190912;3360;VALMOJADO-CAMARENA;1479;79;28047;10;A;435784;4471997;138
2388;6_604;20190912;604;FRANCISCO SILVELA-PZA.MANUEL BECERRA;3829;79;28006;4;A;443323;4475752;12, 43, 56, 210, C1
2389;6_3926;20190912;3926;ILLESCAS Nº 82;5145;79;28047;10;A;436183;4471557;31
2390;6_3395;20190912;3395;LOS YEBENES-ILLESCAS;2268;79;28047;10;A;436306;4471485;31
2391;6_628;20190912;628;AVDA.BURGOS-MARQUES DE TORROJA;2151;79;28036;5;A;442779;4480385;14, 129, 174
2392;6_633;20190912;633;Pº HABANA-ALBERTO ALCOCER;2141;79;28036;5;A;442326;4479170;14
2393;6_3388;20190912;3388;ILLESCAS-LOS YEBENES;4859;79;28047;10;A;436270;4471492;31
2394;6_641;20190912;641;Pº CASTELLANA-PZA.DR.MARAÑON;4337;79;28046;7;A;441478;4476840;14, 27, 45, 150, N22, N24
2395;6_648;20190912;648;NARVAEZ-IBIZA;2156;79;28009;3;A;442730;4474636;2, 15, 26, 61, 63, 215, C1
2396;6_652;20190912;652;SAINZ DE BARANDA-JUAN ESPLANDIU;2166;79;28007;3;A;443642;4474625;15
2397;6_659;20190912;659;AV.MQUES.CORBERA-STA.FELICIDAD;965;79;28017;15;A;444915;4475540;15, 28, 110, 210, N6
2398;6_66;20190912;66;DR.ESQUERDO-HERMOSILLA;149;79;28028;4;A;443401;4475334;2, 56, 71, 143, 156, C2
2399;6_665;20190912;665;SAINZ DE BARANDA-MARQUES DE LOZOYA;2165;79;28007;3;A;443453;4474495;15, 215
2400;6_676;20190912;676;CARDENAL CISNEROS-ELOY GONZALO;524;79;28010;7;A;440490;4476408;16, 61
2401;6_683;20190912;683;PRINCIPE DE VERGARA-CONCHA ESPINA;517;79;28002;5;A;442658;4478271;16, 29
2402;6_691;20190912;691;AV.PIO XII-COMANDANTE FRANCO;116;79;28016;5;A;442825;4479814;16, 29, 150, N1
2403;6_3391;20190912;3391;CAMARENA Nº 280;2273;79;28047;10;A;435916;4471286;31
2404;6_703;20190912;703;ELOY GONZALO-CARDENAL CISNEROS;538;79;28010;7;A;440438;4476361;3, 16, 61
2405;6_2825;20190912;2825;CAMARENA Nº 207;2274;79;28047;10;A;435907;4471242;31, 121, N18
2406;6_5074;20190912;5074;PRINCIPE CARLOS-ALCALDE CONDE DE MAYALDE;5420;79;28050;16;A;444719;4482768;172, 172SF
